OrderID,ProductName,Quantity,InvoiceDate,UnitPrice ,TotalCost ,Country,DiscountApplied,OrderPriority,Region,Segment,ExpeditedShipping,PaymentMethod,CustomerOrderSatisfaction
536974,LUNCH BAG WOODLAND,10,12/3/2010 13:59,$1.65 ,$16.50 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,ASSORTED COLOUR MINI CASES,2,12/3/2010 13:59,$7.95 ,$15.90 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,RED RETROSPOT MINI CASES,2,12/3/2010 13:59,$7.95 ,$15.90 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,BIG DOUGHNUT FRIDGE MAGNETS,12,12/3/2010 13:59,$0.85 ,$10.20 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,RED  HARMONICA IN BOX ,12,12/3/2010 13:59,$1.25 ,$15.00 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,TEA PARTY BIRTHDAY CARD,12,12/3/2010 13:59,$0.42 ,$5.04 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,RIBBON REEL POLKADOTS ,10,12/3/2010 13:59,$1.65 ,$16.50 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,LUNCH BOX WITH CUTLERY RETROSPOT ,12,12/3/2010 13:59,$2.55 ,$30.60 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,LUNCH BOX I LOVE LONDON,12,12/3/2010 13:59,$1.95 ,$23.40 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,POPPYS PLAYHOUSE KITCHEN,6,12/3/2010 13:59,$2.10 ,$12.60 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,SET OF SALT AND PEPPER TOADSTOOLS,12,12/3/2010 13:59,$1.25 ,$15.00 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,EDWARDIAN PARASOL BLACK,9,12/3/2010 13:59,$5.95 ,$53.55 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
536974,EDWARDIAN PARASOL PINK,3,12/3/2010 13:59,$5.95 ,$17.85 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Dissatisfied
537065,PARTY TIME PENCIL ERASERS,28,12/5/2010 11:57,$0.21 ,$5.88 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RED RETROSPOT PURSE ,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,LUNCH BAG RED RETROSPOT,10,12/5/2010 11:57,$1.65 ,$16.50 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,LUNCH BAG WOODLAND,20,12/5/2010 11:57,$1.65 ,$33.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,LUNCH BAG CARS BLUE,10,12/5/2010 11:57,$1.65 ,$16.50 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ASSORTED COLOUR MINI CASES,2,12/5/2010 11:57,$7.95 ,$15.90 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RED RETROSPOT MINI CASES,6,12/5/2010 11:57,$7.95 ,$47.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,NURSES BAG SOFT TOY,6,12/5/2010 11:57,$8.95 ,$53.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,TOOL BOX SOFT TOY ,6,12/5/2010 11:57,$8.95 ,$53.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,SET10 RED POLKADOT PARTY CANDLES,24,12/5/2010 11:57,$1.25 ,$30.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PINK  HONEYCOMB PAPER BALL ,6,12/5/2010 11:57,$2.10 ,$12.60 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,BASKET OF TOADSTOOLS,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RETROSPOT LARGE MILK JUG,3,12/5/2010 11:57,$4.95 ,$14.85 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RED RETROSPOT BUTTER DISH,3,12/5/2010 11:57,$4.95 ,$14.85 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CERAMIC STRAWBERRY TRINKET TRAY,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CERAMIC STRAWBERRY MONEY BOX,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,DECORATIVE CATS BATHROOM BOTTLE,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,POLKADOT RAIN HAT ,24,12/5/2010 11:57,$0.42 ,$10.08 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RAIN PONCHO RETROSPOT,24,12/5/2010 11:57,$0.85 ,$20.40 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,DINOSAUR KEYRINGS ASSORTED,36,12/5/2010 11:57,$0.21 ,$7.56 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,TRADITIONAL WOODEN CATCH CUP GAME ,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PACK OF 12 RED RETROSPOT TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PACK OF 12 WOODLAND TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PACK OF 12 SUKI TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RETROSPOT LAMP,4,12/5/2010 11:57,$9.95 ,$39.80 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,5 HOOK HANGER RED MAGIC TOADSTOOL,12,12/5/2010 11:57,$1.65 ,$19.80 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,FIVE HEART HANGING DECORATION,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ROUND SNACK BOXES SET OF4 WOODLAND ,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PAPERWEIGHT CHILDHOOD MEMORIES,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,REGENCY CAKESTAND 3 TIER,2,12/5/2010 11:57,$12.75 ,$25.50 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,GUMBALL COAT RACK,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RED GINGHAM TEDDY BEAR ,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PLASTERS IN TIN SPACEBOY,12,12/5/2010 11:57,$1.65 ,$19.80 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PLASTERS IN TIN WOODLAND ANIMALS,12,12/5/2010 11:57,$1.65 ,$19.80 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PACK OF 12 SPACEBOY TISSUES,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PACK OF 12 CIRCUS PARADE TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,SET OF 6 SOLDIER SKITTLES,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,HAND WARMER RED RETROSPOT,12,12/5/2010 11:57,$2.10 ,$25.20 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CHILDS BREAKFAST SET SPACEBOY ,2,12/5/2010 11:57,$9.95 ,$19.90 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CHILDS BREAKFAST SET DOLLY GIRL ,2,12/5/2010 11:57,$9.95 ,$19.90 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CHILDS BREAKFAST SET CIRCUS PARADE,2,12/5/2010 11:57,$8.50 ,$17.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CERAMIC CHERRY CAKE MONEY BANK,12,12/5/2010 11:57,$1.45 ,$17.40 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ALARM CLOCK BAKELIKE GREEN,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ALARM CLOCK BAKELIKE RED ,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ALARM CLOCK BAKELIKE PINK,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ALARM CLOCK BAKELIKE ORANGE,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,HOT WATER BOTTLE BABUSHKA ,8,12/5/2010 11:57,$4.65 ,$37.20 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,BREAD BIN DINER STYLE RED ,1,12/5/2010 11:57,$16.95 ,$16.95 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,SET OF SALT AND PEPPER TOADSTOOLS,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,ROSE COTTAGE KEEPSAKE BOX ,8,12/5/2010 11:57,$8.50 ,$68.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PARTY BUNTING,5,12/5/2010 11:57,$4.65 ,$23.25 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CLASSICAL ROSE SMALL VASE,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,SET OF 6 3D KIT CARDS FOR KIDS,12,12/5/2010 11:57,$0.85 ,$10.20 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,CHERRY BLOSSOM  DECORATIVE FLASK,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,BLUE GEISHA GIRL ,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,GREEN GEISHA GIRL ,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,PINK PAINTED KASHMIRI CHAIR,4,12/5/2010 11:57,$42.95 ,$171.80 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,GREEN 3 PIECE POLKADOT CUTLERY SET,6,12/5/2010 11:57,$3.75 ,$22.50 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,RED 3 PIECE RETROSPOT CUTLERY SET,6,12/5/2010 11:57,$3.75 ,$22.50 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537065,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/5/2010 11:57,$3.75 ,$22.50 ,United States,No,Medium,Southeast,Corporate,Yes,Credit Card,Prefer not to answer
537463,PINK POLKADOT CHILDRENS UMBRELLA,6,12/7/2010 10:08,$3.25 ,$19.50 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,RED RETROSPOT CHILDRENS UMBRELLA,6,12/7/2010 10:08,$3.25 ,$19.50 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,WOODLAND CHARLOTTE BAG,10,12/7/2010 10:08,$0.85 ,$8.50 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,BOOM BOX SPEAKER BOYS,4,12/7/2010 10:08,$5.95 ,$23.80 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SET10 RED POLKADOT PARTY CANDLES,24,12/7/2010 10:08,$1.25 ,$30.00 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SET10 BLUE POLKADOT PARTY CANDLES,24,12/7/2010 10:08,$1.25 ,$30.00 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,BLACK RECORD COVER FRAME,4,12/7/2010 10:08,$3.75 ,$15.00 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,PACK OF 72 RETROSPOT CAKE CASES,24,12/7/2010 10:08,$0.55 ,$13.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SET4 SKULL BADGES,10,12/7/2010 10:08,$1.25 ,$12.50 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,RED RETROSPOT CUP,16,12/7/2010 10:08,$0.85 ,$13.60 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,"FANCY FONT BIRTHDAY CARD, ",12,12/7/2010 10:08,$0.42 ,$5.04 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SKULLS  WATER TRANSFER TATTOOS ,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/7/2010 10:08,$2.55 ,$15.30 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,WOODLAND  STICKERS,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,BIG DOUGHNUT FRIDGE MAGNETS,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,LOVELY BONBON STICKER SHEET,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,CANDY SHOP  STICKER SHEET,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,RED TOADSTOOL LED NIGHT LIGHT,72,12/7/2010 10:08,$1.65 ,$118.80 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,TEA PARTY BIRTHDAY CARD,12,12/7/2010 10:08,$0.42 ,$5.04 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,ROBOT BIRTHDAY CARD,12,12/7/2010 10:08,$0.42 ,$5.04 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,RECORD FRAME 7 SINGLE SIZE ,6,12/7/2010 10:08,$2.55 ,$15.30 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,IVORY DINER WALL CLOCK,2,12/7/2010 10:08,$8.50 ,$17.00 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,COFFEE MUG DOG  BALL DESIGN,12,12/7/2010 10:08,$2.55 ,$30.60 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,COFFEE MUG CAT  BIRD DESIGN,18,12/7/2010 10:08,$2.55 ,$45.90 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,OFFICE MUG WARMER POLKADOT,24,12/7/2010 10:08,$2.95 ,$70.80 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,OFFICE MUG WARMER PINK,18,12/7/2010 10:08,$2.95 ,$53.10 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,ROUND SNACK BOXES SET OF4 WOODLAND ,18,12/7/2010 10:08,$2.95 ,$53.10 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,TEA BAG PLATE RED RETROSPOT,36,12/7/2010 10:08,$0.85 ,$30.60 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/7/2010 10:08,$2.55 ,$15.30 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,DOORMAT RESPECTABLE HOUSE,2,12/7/2010 10:08,$7.95 ,$15.90 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,METAL SIGN TAKE IT OR LEAVE IT ,6,12/7/2010 10:08,$2.95 ,$17.70 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,GUMBALL COAT RACK,36,12/7/2010 10:08,$2.10 ,$75.60 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,PLASTERS IN TIN WOODLAND ANIMALS,12,12/7/2010 10:08,$1.65 ,$19.80 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SET OF SALT AND PEPPER TOADSTOOLS,12,12/7/2010 10:08,$1.25 ,$15.00 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,TABLECLOTH RED APPLES DESIGN ,4,12/7/2010 10:08,$8.50 ,$34.00 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,SET OF 2 TEA TOWELS APPLE AND PEARS,6,12/7/2010 10:08,$2.95 ,$17.70 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,PACK OF 20 NAPKINS RED APPLES,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,JAM MAKING SET PRINTED,12,12/7/2010 10:08,$1.45 ,$17.40 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537463,BOX OF 24 COCKTAIL PARASOLS,25,12/7/2010 10:08,$0.42 ,$10.50 ,United States,No,High,Northeast,Corporate,No,Credit Card,Dissatisfied
537468,LUNCH BAG RED RETROSPOT,10,12/7/2010 10:36,$1.65 ,$16.50 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,RETROSPOT HEART HOT WATER BOTTLE,6,12/7/2010 10:36,$4.95 ,$29.70 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,BIRD HOUSE HOT WATER BOTTLE,12,12/7/2010 10:36,$2.55 ,$30.60 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,SCOTTIE DOG HOT WATER BOTTLE,3,12/7/2010 10:36,$4.95 ,$14.85 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,GREY HEART HOT WATER BOTTLE,4,12/7/2010 10:36,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,HOT WATER BOTTLE TEA AND SYMPATHY,4,12/7/2010 10:36,$3.95 ,$15.80 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,FELTCRAFT DOLL MARIA,6,12/7/2010 10:36,$2.95 ,$17.70 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,LUNCH BAG SPACEBOY DESIGN ,10,12/7/2010 10:36,$1.65 ,$16.50 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,LUNCH BAG SUKI  DESIGN ,10,12/7/2010 10:36,$1.65 ,$16.50 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,10 COLOUR SPACEBOY PEN,24,12/7/2010 10:36,$0.85 ,$20.40 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,12/7/2010 10:36,$0.42 ,$10.08 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,CLOTHES PEGS RETROSPOT PACK 24 ,12,12/7/2010 10:36,$1.49 ,$17.88 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,DELUXE SEWING KIT ,9,12/7/2010 10:36,$5.95 ,$53.55 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,POPPYS PLAYHOUSE BEDROOM ,6,12/7/2010 10:36,$2.10 ,$12.60 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,POPPYS PLAYHOUSE BATHROOM,6,12/7/2010 10:36,$2.10 ,$12.60 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,POPPYS PLAYHOUSE KITCHEN,6,12/7/2010 10:36,$2.10 ,$12.60 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,12/7/2010 10:36,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
537468,FELTCRAFT PRINCESS LOLA DOLL,4,12/7/2010 10:36,$3.75 ,$15.00 ,United States,No,Medium,Southeast,Consumer,No,Credit Card,Very Satisfied
